 ticker_symbol | expiration_date | strike_price | side |  delta  | gamma  |  theta  |   vega   |   iv   |  bid   |  ask   | volume |   oi   | probability_of_profit | probability_of_touch | implied_move |  skew  | skew_delta | percentile_rank_iv | percentile_rank_delta | elasticity | notional_value_oi |       mid_price        | price_distance_to_strike |   computed_elasticity    |    delta_vega_ratio     | delta_status | gamma_status |           theta_status            | vega_status | iv_status | pop_status | pot_status |     pop_delta_consistency      |       delta_price_consistency       | bid_ask_consistency | skew_status |     skew_delta_status     |     elasticity_status      |             delta_vega_status              | iv_percentile_status | delta_percentile_status |                   status                   
 AAPL          | 2024-12-27      |       135.00 | Call |  0.9830 | 0.0000 | -0.2530 |   1.4740 | 2.0250 | 118.95 | 121.25 |      3 |      4 |                0.9454 |               1.0000 |       0.2120 | 1.2972 |     1.0010 |             0.9700 |                0.8700 |     0.0000 |        54000.0000 |   120.1000000000000000 |                  -120.15 |       2.0883634471273938 |  0.66689280868385345997 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-10      |       190.00 | Put  | -0.0220 | 0.0010 | -0.0490 |   3.2520 | 0.5970 |   0.08 |   0.37 |     17 |     61 |                0.7195 |               0.0440 |       0.1326 | 1.1752 |    -0.9790 |             0.6026 |                0.2692 |    -0.0455 |      1159000.0000 | 0.22500000000000000000 |                   -65.15 | -24.94800000000000000000 | -0.00676506765067650677 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-17      |       345.00 | Call |  0.0000 | 0.0000 |  0.0000 |   0.0020 | 0.3800 |   0.00 |   0.01 |    100 |    407 |                0.4705 |               0.0000 |       0.0995 |        |            |             0.2869 |                0.0000 |            |     14041500.0000 | 0.00500000000000000000 |                    89.85 |   0.00000000000000000000 |      0.0000000000000000 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |       100.00 | Call |  0.9810 | 0.0000 | -0.0380 |   5.7330 | 0.8630 | 154.10 | 157.25 |      1 |    463 |                0.9394 |               1.0000 |       0.4237 | 1.0311 |     0.9870 |             0.7280 |                0.8720 |     0.0000 |      4630000.0000 |   155.6750000000000000 |                  -155.15 |       1.6078506503934479 |  0.17111459968602825746 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        65.00 | Put  | -0.0010 | 0.0000 | -0.0020 |   0.3500 | 0.9720 |   0.00 |   0.06 |      1 |    280 |                0.5602 |               0.0020 |       0.4773 | 0.7380 |    -0.9920 |             0.7920 |                0.0160 |     0.0000 |      1820000.0000 | 0.03000000000000000000 |                  -190.15 |  -8.50500000000000000000 | -0.00285714285714285714 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2024-12-27      |       135.00 | Put  | -0.0180 | 0.0000 | -0.2600 |   1.5440 | 1.5610 |   0.00 |   1.21 |      5 |      7 |                0.6933 |               0.0360 |       0.1634 | 0.7709 |    -1.0010 |             0.9000 |                0.3100 |     0.0000 |        94500.0000 | 0.60500000000000000000 |                  -120.15 |  -7.59123966942148760331 | -0.01165803108808290155 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2024-12-27      |       140.00 | Call |  0.9850 | 0.0000 | -0.2040 |   1.3000 | 2.1050 | 113.70 | 116.95 |      5 |      6 |                0.9536 |               1.0000 |       0.2204 | 1.4271 |     1.0040 |             0.9800 |                0.8800 |     0.0000 |        84000.0000 |   115.3250000000000000 |                  -115.15 |       2.1792564491654021 |  0.75769230769230769231 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2024-12-27      |       100.00 | Put  | -0.0030 | 0.0000 | -0.0590 |   0.3150 | 2.3620 |   0.00 |   0.19 |      5 |      6 |                0.5789 |               0.0060 |       0.2473 |        |            |             1.0000 |                0.1000 |     0.0000 |        60000.0000 | 0.09500000000000000000 |                  -155.15 |  -8.05736842105263157895 | -0.00952380952380952381 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-03      |       260.00 | Call |  0.2570 | 0.0410 | -0.0940 |  16.0740 | 0.1540 |   1.28 |   1.31 |   5359 |   5267 |                0.6036 |               0.5140 |       0.0267 | 1.1324 |     1.0740 |             0.0638 |                0.5106 |     0.1595 |    136942000.0000 | 1.29500000000000000000 |                     4.85 |  50.63594594594594594595 |  0.01598855294264028866 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2025-01-03      |       275.00 | Call |  0.0110 | 0.0030 | -0.0090 |   1.4040 | 0.1690 |   0.03 |   0.04 |    131 |   1735 |                0.5026 |               0.0220 |       0.0293 | 0.5909 |     0.9560 |             0.1702 |                0.0638 |     0.2727 |     47712500.0000 | 0.03500000000000000000 |                    19.85 |  80.19000000000000000000 |  0.00783475783475783476 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-03      |       250.00 | Call |  0.7270 | 0.0410 | -0.1050 |  16.5580 | 0.1830 |   6.55 |   7.10 |   4070 |  15012 |                0.6874 |               1.0000 |       0.0318 | 1.0223 |     1.0210 |             0.1915 |                0.5957 |     0.0564 |    375300000.0000 |     6.8250000000000000 |                    -5.15 |      27.1786153846153846 |  0.04390626887305230100 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       270.00 | Put  | -0.9900 | 0.0040 |  0.0090 |   1.3000 | 0.2010 |  14.25 |  16.40 |     20 |     21 |                0.9903 |               1.0000 |       0.0349 | 1.2722 |    -1.0220 |             0.2234 |                1.0000 |    -0.0040 |       567000.0000 |    15.3250000000000000 |                    14.85 |     -16.4827732463295269 | -0.76153846153846153846 |              |              | Error: Theta > 0 for long options |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: Theta > 0 for long options
 AAPL          | 2025-01-03      |       245.00 | Call |  0.7960 | 0.0230 | -0.1350 |  14.1170 | 0.2130 |  10.85 |  11.40 |    860 |   2742 |                0.7105 |               1.0000 |       0.0370 | 1.0340 |     0.9560 |             0.2553 |                0.6277 |     0.0289 |     67179000.0000 |    11.1250000000000000 |                   -10.15 |      18.2561258426966292 |  0.05638591768789402848 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       240.00 | Call |  0.9540 | 0.0110 | -0.0440 |   4.7860 | 0.2380 |  15.30 |  16.10 |   1195 |   1734 |                0.8556 |               1.0000 |       0.0413 | 0.9958 |     1.0560 |             0.2872 |                0.8404 |     0.0115 |     41616000.0000 |    15.7000000000000000 |                   -15.15 |      15.5040191082802548 |  0.19933138320100292520 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       242.50 | Call |  0.7900 | 0.0180 | -0.1760 |  14.3550 | 0.2690 |  12.85 |  14.90 |    119 |    109 |                0.7068 |               1.0000 |       0.0467 | 1.1696 |     0.9180 |             0.3404 |                0.6170 |     0.0228 |      2643250.0000 |    13.8750000000000000 |                   -12.65 |      14.5274594594594595 |  0.05503308951584813654 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       222.50 | Call |  0.9180 | 0.0060 | -0.1490 |   7.5110 | 0.4420 |  32.20 |  34.10 |     36 |      0 |                0.7913 |               1.0000 |       0.0767 | 1.1190 |     0.9580 |             0.5745 |                0.7340 |     0.0065 |            0.0000 |    33.1500000000000000 |                   -32.65 |       7.0656923076923077 |  0.12222074291039808281 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       320.00 | Call |  0.0020 | 0.0000 | -0.0020 |   0.3920 | 0.2910 |   0.00 |   0.02 |      6 |  10677 |                0.4772 |               0.0040 |       0.0762 |        |            |             0.2049 |                0.2459 |     0.0000 |    341664000.0000 | 0.01000000000000000000 |                    64.85 |  51.03000000000000000000 |  0.00510204081632653061 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-17      |        50.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 1.9380 |   0.00 |   0.01 |      1 |   7138 |                0.5295 |               0.0000 |       0.5072 |        |            |             0.8607 |                0.0000 |            |     35690000.0000 | 0.00500000000000000000 |                  -205.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-02-21      |       135.00 | Put  | -0.0100 | 0.0000 | -0.0160 |   2.9650 | 0.7390 |   0.13 |   0.61 |      3 |    159 |                0.6500 |               0.0200 |       0.2996 |        |            |             0.8876 |                0.2022 |     0.0000 |      2146500.0000 | 0.37000000000000000000 |                  -120.15 |  -6.89594594594594594595 | -0.00337268128161888702 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2024-12-27      |       200.00 | Put  | -0.0140 | 0.0010 | -0.0740 |   1.2750 | 0.8180 |   0.02 |   0.28 |   2684 |   2612 |                0.6702 |               0.0280 |       0.0856 | 0.8872 |    -0.9710 |             0.7000 |                0.2600 |    -0.0714 |     52240000.0000 | 0.15000000000000000000 |                   -55.15 | -23.81400000000000000000 | -0.01098039215686274510 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       235.00 | Put  | -0.0670 | 0.0090 | -0.0640 |   6.4840 | 0.2860 |   0.36 |   0.48 |   1142 |   1785 |                0.8070 |               0.1340 |       0.0496 | 0.8589 |    -0.9350 |             0.3511 |                0.4255 |    -0.1343 |     41947500.0000 | 0.42000000000000000000 |                   -20.15 | -40.70250000000000000000 | -0.01033312769895126465 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       275.00 | Put  | -0.9450 | 0.0090 | -0.0330 |   5.5230 | 0.2860 |  19.30 |  21.85 |     36 |     14 |                0.9843 |               1.0000 |       0.0496 | 1.6923 |    -0.9560 |             0.3511 |                0.8085 |    -0.0095 |       385000.0000 |    20.5750000000000000 |                    19.85 |     -11.7189185905224787 | -0.17110266159695817490 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-03      |       237.50 | Call |  0.8580 | 0.0130 | -0.1480 |  11.1770 | 0.2990 |  17.75 |  19.15 |    123 |     43 |                0.7360 |               1.0000 |       0.0519 | 1.1544 |     0.9410 |             0.3723 |                0.6489 |     0.0152 |      1021250.0000 |    18.4500000000000000 |                   -17.65 |      11.8655121951219512 |  0.07676478482598192717 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       232.50 | Put  | -0.0560 | 0.0080 | -0.0590 |   5.6010 | 0.3040 |   0.34 |   0.39 |    527 |     60 |                0.7966 |               0.1120 |       0.0528 | 0.8636 |    -0.9390 |             0.3830 |                0.4043 |    -0.1429 |      1395000.0000 | 0.36500000000000000000 |                   -22.65 | -39.14630136986301369863 | -0.00999821460453490448 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       230.00 | Put  | -0.0500 | 0.0060 | -0.0590 |   5.1820 | 0.3270 |   0.31 |   0.39 |    847 |   3488 |                0.7861 |               0.1000 |       0.0568 | 0.9589 |    -0.9570 |             0.4149 |                0.3830 |    -0.1200 |     80224000.0000 | 0.35000000000000000000 |                   -25.15 | -36.45000000000000000000 | -0.00964878425318409880 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       280.00 | Put  | -0.9610 | 0.0060 | -0.0260 |   4.2360 | 0.3270 |  24.25 |  26.75 |      2 |      0 |                0.9880 |               1.0000 |       0.0568 | 1.5797 |    -0.9720 |             0.4149 |                0.8936 |    -0.0062 |            0.0000 |    25.5000000000000000 |                    24.85 |      -9.6156529411764706 | -0.22686496694995278565 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-03      |       235.00 | Call |  0.8680 | 0.0110 | -0.1560 |  10.6440 | 0.3330 |  20.05 |  21.90 |    435 |    952 |                0.7427 |               1.0000 |       0.0578 | 1.1643 |     0.9350 |             0.4468 |                0.6596 |     0.0127 |     22372000.0000 |    20.9750000000000000 |                   -20.15 |      10.5587699642431466 |  0.08154829011649755731 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       230.00 | Call |  0.9070 | 0.0080 | -0.1310 |   8.2640 | 0.3410 |  24.80 |  26.35 |    113 |   1596 |                0.7756 |               1.0000 |       0.0592 | 1.0428 |     0.9570 |             0.4574 |                0.6915 |     0.0088 |     36708000.0000 |    25.5750000000000000 |                   -25.15 |       9.0487214076246334 |  0.10975314617618586641 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       227.50 | Put  | -0.0430 | 0.0050 | -0.0560 |   4.5850 | 0.3470 |   0.26 |   0.37 |    232 |     64 |                0.7779 |               0.0860 |       0.0602 | 0.7495 |    -0.9230 |             0.4681 |                0.3617 |    -0.1163 |      1456000.0000 | 0.31500000000000000000 |                   -27.65 | -34.83000000000000000000 | -0.00937840785169029444 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       232.50 | Call |  0.8830 | 0.0100 | -0.1530 |   9.8050 | 0.3520 |  22.65 |  24.10 |     58 |      3 |                0.7562 |               1.0000 |       0.0611 | 1.1579 |     0.9390 |             0.4787 |                0.6809 |     0.0113 |        69750.0000 |    23.3750000000000000 |                   -22.65 |       9.6383935828877005 |  0.09005609382967873534 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-03      |       225.00 | Put  | -0.0400 | 0.0050 | -0.0550 |   4.2620 | 0.3670 |   0.26 |   0.31 |    115 |   2613 |                0.7696 |               0.0800 |       0.0637 | 0.8119 |    -0.9580 |             0.5000 |                0.3404 |    -0.1250 |     58792500.0000 | 0.28500000000000000000 |                   -30.15 | -35.81052631578947368421 | -0.00938526513374002816 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       285.00 | Put  | -0.9510 | 0.0060 | -0.0460 |   5.0250 | 0.3930 |  29.25 |  32.00 |      4 |      0 |                0.9850 |               1.0000 |       0.0682 | 1.7467 |    -0.9570 |             0.5213 |                0.8191 |    -0.0063 |            0.0000 |    30.6250000000000000 |                    29.85 |      -7.9231885714285714 | -0.18925373134328358209 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-03      |       220.00 | Put  | -0.0300 | 0.0030 | -0.0480 |   3.3680 | 0.4140 |   0.22 |   0.27 |    225 |   1659 |                0.7509 |               0.0600 |       0.0719 | 0.7886 |    -0.9390 |             0.5426 |                0.3085 |    -0.1000 |     36498000.0000 | 0.24500000000000000000 |                   -35.15 | -31.24285714285714285714 | -0.00890736342042755344 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       217.50 | Put  | -0.0240 | 0.0030 | -0.0410 |   2.7860 | 0.4230 |   0.14 |   0.25 |     43 |      0 |                0.7292 |               0.0480 |       0.0734 |        |            |             0.5532 |                0.2660 |    -0.1250 |            0.0000 | 0.19500000000000000000 |                   -37.65 | -31.40307692307692307692 | -0.00861450107681263460 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-03      |       290.00 | Put  | -0.9560 | 0.0050 | -0.0480 |   4.6790 | 0.4380 |  34.25 |  37.00 |      1 |      0 |                0.9858 |               1.0000 |       0.0760 | 1.7043 |    -0.9610 |             0.5638 |                0.8617 |    -0.0052 |            0.0000 |    35.6250000000000000 |                    34.85 |      -6.8469726315789474 | -0.20431716178670656123 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-07-18      |       350.00 | Call |  0.0490 | 0.0020 | -0.0120 |  19.6970 | 0.2300 |   0.79 |   0.96 |      5 |     18 |                0.5430 |               0.0980 |       0.1732 |        |            |             0.2625 |                0.2000 |     0.0408 |       630000.0000 | 0.87500000000000000000 |                    94.85 |  14.28840000000000000000 |  0.00248768848047926080 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-24      |       145.00 | Call |  0.9760 | 0.0010 | -0.0700 |   4.3930 | 1.0160 | 109.15 | 112.55 |      5 |      0 |                0.9245 |               1.0000 |       0.3008 |        |            |             1.0000 |                1.0000 |     0.0010 |            0.0000 |   110.8500000000000000 |                  -110.15 |       2.2465169147496617 |  0.22217163669474163442 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-31      |       270.00 | Put  | -0.7880 | 0.0170 | -0.0480 |  25.0300 | 0.1850 |  15.05 |  17.75 |     13 |     50 |                0.9574 |               1.0000 |       0.0605 | 0.8605 |    -1.0130 |             0.0196 |                0.7451 |    -0.0216 |      1350000.0000 |    16.4000000000000000 |                    14.85 |     -12.2596463414634146 | -0.03148222133439872153 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-31      |       260.00 | Put  | -0.6120 | 0.0250 | -0.0610 |  33.0660 | 0.1890 |   7.50 |  10.65 |    209 |    207 |                0.9342 |               1.0000 |       0.0618 | 0.8873 |    -1.0260 |             0.0392 |                0.6471 |    -0.0408 |      5382000.0000 |     9.0750000000000000 |                     4.85 |     -17.2068099173553719 | -0.01850843767011431682 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-31      |       265.00 | Put  | -0.7230 | 0.0210 | -0.0510 |  28.9070 | 0.1940 |  12.25 |  13.10 |     48 |     52 |                0.9476 |               1.0000 |       0.0634 | 0.9557 |    -1.0320 |             0.0588 |                0.6863 |    -0.0290 |      1378000.0000 |    12.6750000000000000 |                     9.85 |     -14.5541183431952663 | -0.02501124295153423046 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-31      |       280.00 | Put  | -0.9260 | 0.0090 | -0.0120 |  12.0890 | 0.1970 |  23.70 |  27.50 |      8 |      2 |                0.9783 |               1.0000 |       0.0644 | 0.9120 |    -1.0420 |             0.0784 |                0.8824 |    -0.0097 |        56000.0000 |    25.6000000000000000 |                    24.85 |      -9.2292539062500000 | -0.07659856067499379601 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-01-31      |       240.00 | Put  | -0.2250 | 0.0140 | -0.0740 |  25.8870 | 0.2530 |   2.71 |   2.99 |    690 |   2080 |                0.8721 |               0.4500 |       0.0827 | 0.8635 |    -0.9610 |             0.3529 |                0.4706 |    -0.0622 |     49920000.0000 |     2.8500000000000000 |                   -15.15 |     -20.1434210526315789 | -0.00869162127708888631 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       235.00 | Put  | -0.1820 | 0.0110 | -0.0730 |  22.7720 | 0.2840 |   1.00 |   4.00 |    132 |    498 |                0.8594 |               0.3640 |       0.0928 | 0.8987 |    -0.9660 |             0.4706 |                0.4510 |    -0.0604 |     11703000.0000 |     2.5000000000000000 |                   -20.15 |     -18.5749200000000000 | -0.00799227121025821184 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       230.00 | Put  | -0.1420 | 0.0090 | -0.0670 |  19.4280 | 0.3020 |   1.40 |   2.55 |    253 |    642 |                0.8467 |               0.2840 |       0.0987 | 0.9649 |    -0.9860 |             0.5098 |                0.4314 |    -0.0634 |     14766000.0000 |     1.9750000000000000 |                   -25.15 |     -18.3449620253164557 | -0.00730903850113238625 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       190.00 | Put  | -0.0540 | 0.0020 | -0.0640 |   9.4850 | 0.4850 |   0.18 |   0.80 |      3 |     29 |                0.7943 |               0.1080 |       0.1585 | 0.9700 |    -0.9980 |             0.8039 |                0.2745 |    -0.0370 |       551000.0000 | 0.49000000000000000000 |                   -65.15 | -28.11857142857142857143 | -0.00569319978914074855 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       185.00 | Put  | -0.0520 | 0.0020 | -0.0670 |   9.1600 | 0.5040 |   0.01 |   0.77 |      1 |      2 |                0.7906 |               0.1040 |       0.1647 |        |            |             0.8627 |                0.2549 |    -0.0385 |        37000.0000 | 0.39000000000000000000 |                   -70.15 | -34.02000000000000000000 | -0.00567685589519650655 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       180.00 | Put  | -0.0200 | 0.0010 | -0.0260 |   4.2400 | 0.5320 |   0.23 |   0.50 |     15 |     51 |                0.7053 |               0.0400 |       0.1739 | 0.9032 |    -0.9720 |             0.9020 |                0.1176 |    -0.0500 |       918000.0000 | 0.36500000000000000000 |                   -75.15 | -13.98082191780821917808 | -0.00471698113207547170 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       175.00 | Put  | -0.0170 | 0.0010 | -0.0240 |   3.7260 | 0.5550 |   0.14 |   0.50 |     11 |      0 |                0.6889 |               0.0340 |       0.1814 |        |            |             0.9216 |                0.0980 |    -0.0588 |            0.0000 | 0.32000000000000000000 |                   -80.15 | -13.55484375000000000000 | -0.00456253354804079442 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       170.00 | Put  | -0.0150 | 0.0010 | -0.0220 |   3.2510 | 0.5800 |   0.09 |   0.47 |      1 |     29 |                0.6761 |               0.0300 |       0.1896 | 0.8169 |    -0.9710 |             0.9412 |                0.0588 |    -0.0667 |       493000.0000 | 0.28000000000000000000 |                   -85.15 | -13.66875000000000000000 | -0.00461396493386650261 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-01-31      |       170.00 | Call |  0.9560 | 0.0010 | -0.0820 |   8.0660 | 0.7100 |  84.50 |  87.90 |      1 |      0 |                0.8594 |               1.0000 |       0.2321 | 1.2241 |     0.9710 |             0.9804 |                0.9804 |     0.0010 |            0.0000 |    86.2000000000000000 |                   -85.15 |       2.8297378190255220 |  0.11852219191668732953 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-02-21      |       270.00 | Call |  0.2850 | 0.0150 | -0.0660 |  35.9040 | 0.2110 |   3.85 |   4.00 |   1952 |  10671 |                0.6088 |               0.5700 |       0.0855 | 1.0096 |     1.0270 |             0.0787 |                0.5730 |     0.0526 |    288117000.0000 |     3.9250000000000000 |                    14.85 |      18.5268152866242038 |  0.00793783422459893048 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2025-02-21      |       280.00 | Call |  0.1540 | 0.0110 | -0.0440 |  25.0760 | 0.2120 |   1.81 |   1.98 |    759 |   2487 |                0.5819 |               0.3080 |       0.0860 |        |            |             0.0899 |                0.5169 |     0.0714 |     69636000.0000 |     1.8950000000000000 |                    24.85 |      20.7351451187335092 |  0.00614133035571861541 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-02-21      |       265.00 | Call |  0.3550 | 0.0160 | -0.0710 |  39.3600 | 0.2130 |   5.35 |   5.65 |  13698 |  52195 |                0.6208 |               0.7100 |       0.0864 | 1.0390 |     1.0110 |             0.1011 |                0.5955 |     0.0451 |   1383167500.0000 |     5.5000000000000000 |                     9.85 |      16.4687727272727273 |  0.00901930894308943089 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
